,symbol,Sector
2124,OPCH,Healthcare
2125,INFO,Telecommunications
2126,MVIS,Technology
2127,ALR,Healthcare
2128,SRCL,Healthcare
2129,SRSL,Technology
2130,TACT,Technology
2131,TTEC,Technology
2132,ANF,Consumer Cyclicals
2133,BOLT,
2134,CYMI,Technology
2135,DOCX,Technology
2136,HOTT,Consumer Cyclicals
2137,LCCI,Telecommunications
2138,ANET,Telecommunications
2139,NMTI,Healthcare
2140,PAA,Energy
2141,NVEC,Technology
2142,PRLS,Consumer Services
2143,QEPC,Non-Energy Materials
2144,RSTI,Industrials
2145,THX,Energy
2146,UVN,Consumer Services
2147,WLFC,Finance
2148,ADIC,Technology
2149,ARQL,Healthcare
2150,BITS,Technology
2151,BOY,Finance
2152,CBST,Healthcare
2153,BJRI,Consumer Services
2154,INBP,Healthcare
2155,DECC,Telecommunications
2156,DNR,Energy
2157,DVD,Consumer Services
2158,EDMC,Consumer Non-Cyclicals
2159,HIBB,Consumer Cyclicals
2160,LVELC,Technology
2161,VTRU,Business Services
2162,MWP,
2163,MWY,Technology
2164,OATS,Consumer Non-Cyclicals
2165,OPMR,Finance
2166,PP,Finance
2167,QDHC,Healthcare
2168,TALX,Technology
2169,TGI,Industrials
2170,TSG,Consumer Services
2171,PAG,Consumer Cyclicals
2172,AXDX,Healthcare
2173,AICX,Healthcare
2174,AMV,Finance
2175,CVTX,Healthcare
2176,BBQ,Consumer Services
2177,FATS,
2178,FORR,Business Services
2179,GEL,Energy
2180,GRLLQ,Consumer Services
2181,ESIC,Technology
2182,IM,Technology
2183,ISCA,Consumer Services
2184,LIN,Consumer Cyclicals
2185,NUS,
2186,SEAC,Technology
2187,SIEB,Finance
2188,STLD,Non-Energy Materials
2189,STNR,Consumer Services
2190,TISA,Technology
2191,UNFI,Consumer Non-Cyclicals
2192,VGZ,Non-Energy Materials
2193,ID,Technology
2194,VPHM,Healthcare
2195,ACEL,Healthcare
2196,ATAC,Consumer Cyclicals
2197,AXYS,Industrials
2198,CALM,Consumer Non-Cyclicals
2199,CASM,Healthcare
2200,DPW,Technology
2201,HIHO,Non-Energy Materials
2202,LAD,Consumer Cyclicals
2203,CLDA,Healthcare
2204,SNAK,Consumer Non-Cyclicals
2205,PRCME,
2206,SYNC,Technology
2207,PWAV,Technology
2208,TESO,Energy
2209,TTIL,Telecommunications
2210,USEY,Utilities
2211,VSAT,Technology
2212,MLSS,Healthcare
2213,NSP,Business Services
2214,BTHS,Industrials
2215,CCCEC,Healthcare
2216,CERS,Healthcare
2217,CMT,Non-Energy Materials
2218,CWTR,Consumer Cyclicals
2219,DEL,Non-Energy Materials
2220,DGX,Healthcare
2221,ELTK,Technology
2222,EPIX,Healthcare
2223,IKN,Technology
2224,KRC,Finance
2225,MDLK,Business Services
2226,MTH,Finance
2227,NCR,
2228,NPSI,Telecommunications
2229,HLIO,Industrials
2230,EFJI,Technology
2231,WWD,Industrials
2232,VCEL,Healthcare
2233,BSTE,Healthcare
2234,CIEN,Technology
2235,EPEX,Energy
2236,EPIQ,Business Services
2237,FAVS,Industrials
2238,PTX,Consumer Services
2239,JAX,Consumer Services
2240,KMX,Consumer Cyclicals
2241,MDF,
2242,NGPS,Technology
2243,OVRL,Technology
2244,PRTK,Industrials
2245,PUFF,Consumer Services
2246,HGRD,Healthcare
2247,SLGN,Non-Energy Materials
2248,GOGL,Energy
2249,ALTI,Non-Energy Materials
2250,IVZ,Finance
2251,CLWT,Consumer Cyclicals
2252,CTIC,Healthcare
2253,EEFT,Finance
2254,EMKR,Technology
2255,ENMC,Healthcare
2256,GLOB,
2257,GTRC,
2258,KOSP,Healthcare
2259,TIVO,Technology
2260,NMGC,Technology
2261,RTC,Industrials
2262,TRBD,Industrials
2263,BEAS,Technology
2264,DTPI,Technology
2265,GIFI,Energy
2266,GNTA,Healthcare
2267,ISWI,Consumer Services
2268,MEAD,
2269,SMTS,Healthcare
2270,TTWO,Technology
2271,VLG,Industrials
2272,ALV,Consumer Cyclicals
2273,AMZN,Consumer Cyclicals
2274,ARE,Finance
2275,BEXP,Energy
2276,DHOM,Finance
2277,JRC,Consumer Services
2278,MFW,Consumer Non-Cyclicals
2279,MTSL,Technology
2280,SRL,Finance
2281,RMBS,Technology
2282,MTOX,Healthcare
2283,VSF,Consumer Non-Cyclicals
2284,WILC,Consumer Non-Cyclicals
2285,PRVU,Consumer Cyclicals
2286,SHF,Healthcare
2287,ZVXI,Healthcare
2288,SRPT,Healthcare
2289,BXP,Finance
2290,CDIC,Healthcare
2291,CPI,Finance
2292,INTT,Technology
2293,KMG,Non-Energy Materials
2294,KRY,Non-Energy Materials
2295,ORFR,Technology
2296,PEAK,Technology
2297,PMCS,Technology
2298,POLXF,Healthcare
2299,Q,Telecommunications
2300,RFIL,Technology
2301,SLP,Healthcare
2302,SRT,Business Services
2303,GVHR,Business Services
2304,SVLF,Consumer Services
2305,WWIN,Business Services
2306,AVXTC,Healthcare
2307,BJ,Consumer Non-Cyclicals
2308,HLX,Energy
2309,CTV,
2310,DXPE,Industrials
2311,EOP,Finance
2312,FLS,Industrials
2313,GPTX,Technology
2314,HSKA,Healthcare
2315,AMCS,Healthcare
2316,TLCV,Healthcare
2317,PRPH,Healthcare
2318,RITT,Technology
2319,SIRO,Healthcare
2320,SVIND,Consumer Non-Cyclicals
2321,FOXX,Consumer Services
2322,TRBR,Industrials
2323,AEHR,Technology
2324,CPS,Business Services
2325,CRZO,Energy
2326,CLRT,Healthcare
2327,GCOM,Technology
2328,HORC,Healthcare
2329,INIS,Healthcare
2330,KNDL,Healthcare
2331,NWRE,Technology
2332,PEGS,Consumer Services
2333,PNP,Finance
2334,PXD,Energy
2335,QADB,Industrials
2336,SLG,Finance
2337,HMNY,Technology
2338,ACSEF,Industrials
2339,WALK,Consumer Cyclicals
2340,BLG,Industrials
2341,CLTY,
2342,FARO,Industrials
2343,GW,Energy
2344,HTV,Consumer Services
2345,HRBR,Healthcare
2346,IDGR,Industrials
2347,FSYS,Consumer Cyclicals
2348,KSE,Utilities
2349,NAT,
2350,PSMT,Consumer Non-Cyclicals
2351,PVSW,Technology
2352,RDCM,Technology
2353,SIGA,Healthcare
2354,STRZ,Consumer Services
2355,ACMR,Consumer Cyclicals
2356,ATMI,Technology
2357,AYE,Utilities
2358,CHRW,Industrials
2359,CSU,Healthcare
2360,CTCO,Telecommunications
2361,CWST,Business Services
2362,DRQ,Energy
2363,FDP,Consumer Non-Cyclicals
2364,IRET,Finance
2365,MBAY,Consumer Non-Cyclicals
2366,LGTY,Technology
2367,OSIP,Healthcare
2368,OSIS,Technology
2369,PFCO,Finance
2370,AIPC,Consumer Non-Cyclicals
2371,PTN,Healthcare
2372,PSEM,Technology
2373,PWER,Technology
2374,ROAC,Consumer Non-Cyclicals
2375,INVE,Technology
2376,SORC,Business Services
2377,TONS,
2378,YUM,Consumer Services
2379,AAI,Industrials
2380,AFCO,Industrials
2381,AMCC,Technology
2382,AMG,Finance
2383,BASI,Healthcare
2384,CTHR,Consumer Cyclicals
2385,EPR,Finance
2386,ESMC,Healthcare
2387,FE,Utilities
2388,FRN,Consumer Services
2389,ORXE,Healthcare
2390,GMTC,Consumer Services
2391,HYC,Technology
2392,ILI,
2393,MTD,Healthcare
2394,NANX,Non-Energy Materials
2395,NOBL,Consumer Cyclicals
2396,NTPA,Technology
2397,NYMX,Healthcare
2398,GEOS,Industrials
2399,PACI,Consumer Cyclicals
2400,PGNX,Healthcare
2401,PRM,Consumer Services
2402,RNWK,Technology
2403,SIL,Non-Energy Materials
2404,TCC,Finance
2405,IN,Technology
2406,YDNT,Healthcare
2407,ABMC,Healthcare
2408,BDCO,Energy
2409,CBZ,Business Services
2410,CAR,Finance
2411,ENCO,
2412,ASRT,Healthcare
2413,DTG,Consumer Cyclicals
2414,FORD,Consumer Cyclicals
2415,ISAC,Consumer Cyclicals
2416,MPWG,Business Services
2417,NICK,Finance
2418,PENX,Non-Energy Materials
2419,PHLIC,Healthcare
2420,POWI,Technology
2421,OPAY,Business Services
2422,URI,Industrials
2423,INGR,Consumer Non-Cyclicals
2424,DENN,Consumer Services
2425,ILX,Consumer Services
2426,MDS,Consumer Cyclicals
2427,MRCY,Industrials
2428,MRGE,Healthcare
2429,RAS,Finance
2430,RMTI,Healthcare
2431,TLN,Consumer Cyclicals
2432,UNS,Utilities
2433,VRSN,Technology
2434,ANTP,Technology
2435,CTAC,Consumer Non-Cyclicals
2436,DYII,Healthcare
2437,ENSI,Utilities
2438,FCGI,Healthcare
2439,GYI,Technology
2440,GNSS,Technology
2441,GTIM,Consumer Services
2442,JST,
2443,NASM,Healthcare
2444,NOOF,
2445,NUTR,Healthcare
2446,BKTI,Technology
2447,SCS,Consumer Non-Cyclicals
2448,SGDE,Consumer Cyclicals
2449,SHOE,Consumer Cyclicals
2450,VNWK,Technology
2451,CIX,
2452,COLM,Consumer Cyclicals
2453,OFC,Finance
2454,EXPO,Industrials
2455,FNDT,Finance
2456,GPX,Industrials
2457,ISSX,Technology
2458,LDSH,Industrials
2459,CNXN,Consumer Cyclicals
2460,SRDX,Healthcare
2461,SYPR,Technology
2462,UUU,Technology
2463,ADPI,Healthcare
2464,BRCM,Technology
2465,PAET,Telecommunications
2466,CRAI,Business Services
2467,DOCC,Technology
2468,FTO,Energy
2469,GAI,Consumer Non-Cyclicals
2470,HRVE,Consumer Cyclicals
2471,INRB,
2472,IOX,Healthcare
2473,JADE,Consumer Cyclicals
2474,LHO,Finance
2475,LNT,Utilities
2476,LVLT,Telecommunications
2477,MANH,Technology
2478,MFA,Finance
2479,MOBI,Technology
2480,NHTC,Healthcare
2481,OME,Consumer Non-Cyclicals
2482,SOFO,Technology
2483,SONO,Healthcare
2484,ALTV,Telecommunications
2485,ALAN,Technology
2486,AMKR,Technology
2487,HCKT,Technology
2488,ATSN,Technology
2489,AXTI,Technology
2490,EBIX,Finance
2491,EQY,Finance
2492,EVOL,Telecommunications
2493,IART,Healthcare
2494,ICLR,Healthcare
2495,INOC,Business Services
2496,ISRL,Energy
2497,LLL,Technology
2498,MLP,Consumer Non-Cyclicals
2499,EAS,Utilities
2500,PLX,
2501,IOSP,Non-Energy Materials
2502,IDXG,
2503,SHS,
2504,CLAR,
2505,TATT,Industrials
2506,VTR,Finance
2507,WCN,Business Services
2508,AVB,Finance
2509,AWX,Business Services
2510,BEBE,Consumer Cyclicals
2511,CENT,Consumer Cyclicals
2512,CMLS,Consumer Services
2513,CNRD,Industrials
2514,CTSH,Technology
2515,DOX,Technology
2516,EXM,Industrials
2517,FLYR,Consumer Services
2518,GISX,Technology
2519,HAST,Consumer Cyclicals
2520,HORT,Consumer Non-Cyclicals
2521,HZO,Consumer Cyclicals
2522,KG,Healthcare
2523,LMIA,Industrials
2524,MIPS,Technology
2525,PKOH,Non-Energy Materials
2526,SCHS,Consumer Cyclicals
2527,ULTI,Technology
2528,VERA,
2529,PANC,Healthcare
2530,ABGX,Healthcare
2531,BIRT,Technology
2532,AGIS,
2533,AWR,Utilities
2534,BELF_B,Technology
2535,BFAM,Consumer Non-Cyclicals
2536,BVEW,Technology
2537,CEC,Consumer Services
2538,CEDC,Consumer Non-Cyclicals
2539,TQ,Technology
2540,CULS,Consumer Non-Cyclicals
2541,ELON,Technology
2542,EPD,
2543,CNR,Energy
2544,HCAR,
2545,IHR,Consumer Services
2546,KCG,Finance
2547,NTOL,Healthcare
2548,OHB,Finance
2549,PLD,Finance
2550,RSG,Business Services
2551,RX,Healthcare
2552,TWTR,Consumer Cyclicals
2553,LEU,Energy
2554,WM,Business Services
2555,AKR,Finance
2556,CLDX,Healthcare
2557,CVG,
2558,SNGX,Healthcare
2559,DRIV,Technology
2560,ECLP,Healthcare
2561,ENTU,Technology
2562,FWRD,Industrials
2563,HDII,Healthcare
2564,HYSL,Technology
2565,RRC,Energy
2566,SYNM,Non-Energy Materials
2567,TERNE,Technology
2568,TFSM,Business Services
2569,CCI,Telecommunications
2570,UBA,Finance
2571,CTGI,Finance
2572,DHB,Industrials
2573,CTRC,Consumer Cyclicals
2574,NTST,Healthcare
2575,NXL,Finance
2576,PPCO,Healthcare
2577,PQ,Energy
2578,IXYS,Technology
2579,WFT,Energy
2580,APO,Finance
2581,BFLY,Consumer Non-Cyclicals
2582,ELC,Finance
2583,DECT,Industrials
2584,ISLE,Consumer Services
2585,NLN,Consumer Services
2586,MPS,Technology
2587,MZ,Industrials
2588,SONE,Finance
2589,AVNR,
2590,AWWC,Industrials
2591,INMD,Healthcare
2592,MMR,Energy
2593,TGLO,Other
2594,SNBR,Consumer Non-Cyclicals
2595,CNQR,
2596,GEEK,Telecommunications
2597,HIFN,Technology
2598,NLCI,Consumer Non-Cyclicals
2599,PFCB,Consumer Services
2600,PICO,Finance
2601,RCF,Consumer Non-Cyclicals
2602,REM,Energy
2603,THRM,Consumer Cyclicals
2604,AXL,Consumer Cyclicals
2605,CNXT,Technology
2606,DVW,Telecommunications
2607,CTCI,Telecommunications
2608,ETM,Consumer Services
2609,GDEN,Consumer Services
2610,NVDA,Technology
2611,PRVT,Consumer Services
2612,SPDE,Consumer Services
2613,TUTS,Technology
2614,WRLS,Technology
2615,BYI,Consumer Services
2616,ARJ,Non-Energy Materials
2617,CATT,Telecommunications
2618,CHDX,Healthcare
2619,COCO,Consumer Non-Cyclicals
2620,EPAY,Finance
2621,EVCI,Consumer Non-Cyclicals
2622,CEB,Business Services
2623,GXY,
2624,HLTH,Healthcare
2625,ITRA,Technology
2626,LIFE,Healthcare
2627,KFY,Business Services
2628,MODT,Finance
2629,MTEX,Healthcare
2630,PCNTF,Telecommunications
2631,SRNA,Technology
2632,DLHC,Healthcare
2633,XING,Technology
2634,AUTO,Technology
2635,ASYS,Technology
2636,ELMG,Technology
2637,NOVT,Technology
2638,IONN,
2639,IVIL,Consumer Services
2640,KWK,Energy
2641,MKSI,Technology
2642,NEON,Technology
2643,PBG,Consumer Non-Cyclicals
2644,BKNG,Consumer Non-Cyclicals
2645,RICK,Consumer Services
2646,NUAN,Technology
2647,STST,Industrials
2648,VBAC,Healthcare
2649,SLNG,Technology
2650,BUCA,Consumer Services
2651,EXTR,Technology
2652,HGT,Finance
2653,HSII,Business Services
2654,IMM,Healthcare
2655,INFA,Technology
2656,NETP,Technology
2657,OBAS,Technology
2658,PLXT,Technology
2659,SCC,Healthcare
2660,TREX,Non-Energy Materials
2661,VARI,Healthcare
2662,VSEA,Technology
2663,WGAT,Technology
2664,ALOY,Consumer Cyclicals
2665,AUDC,Technology
2666,BRCD,Technology
2667,CEG,Utilities
2668,LOAN,Consumer Services
2669,EDGR,Technology
2670,LPNT,Healthcare
2671,MLNK,
2672,NWGN,
2673,NXRA,Business Services
2674,PMTI,Healthcare
2675,PNRA,Consumer Services
2676,RMIX,Non-Energy Materials
2677,RUBO,Consumer Services
2678,SYX,Technology
2679,TCP,Energy
2680,TENF,
2681,TRI,Healthcare
2682,TST,Technology
2683,TWTC,Telecommunications
2684,WCC,Industrials
2685,ABLE,Consumer Cyclicals
2686,ARBA,Technology
2687,BWEB,Technology
2688,CDCY,Industrials
2689,WSII,Business Services
2690,CVU,Industrials
2691,CYBS,Technology
2692,DITC,Technology
2693,FFIV,Technology
2694,PWFL,Technology
2695,JILL,Consumer Cyclicals
2696,JNPR,Technology
2697,ONT,Technology
2698,ORCC,
2699,PERY,Consumer Cyclicals
2700,PTRY,Consumer Cyclicals
2701,RAI,Consumer Non-Cyclicals
2702,SBAC,Telecommunications
2703,SKX,Consumer Cyclicals
2704,UBET,Consumer Services
2705,UTHR,
2706,BMRN,Healthcare
2707,BPUR,Healthcare
2708,CMPP,Consumer Services
2709,CYRN,Technology
2710,DOC,Technology
2711,DSCM,Consumer Non-Cyclicals
2712,EGOV,Business Services
2713,IPAR,Consumer Non-Cyclicals
2714,VIAV,Technology
2715,MDRX,Healthcare
2716,NCI,Business Services
2717,NMHC,Healthcare
2718,NTIQ,Technology
2719,NTOP,Telecommunications
2720,PKTR,Technology
2721,PRFT,Technology
2722,SCIL,Technology
2723,SGRP,Business Services
2724,TIBX,Technology
2725,WGRD,Technology
2726,YCC,Consumer Cyclicals
2727,AGIL,Industrials
2728,ARLP,Energy
2729,BLT,Industrials
2730,CHKR,Consumer Services
2731,CRLTS,Finance
2732,CSGP,Technology
2733,NPLA,Technology
2734,QMCO,Technology
2735,DTLK,Technology
2736,FCS,Technology
2737,FLWS,Consumer Cyclicals
2738,MOVE,Technology
2739,IGLD,Telecommunications
2740,LIOX,Technology
2741,NOVA,Healthcare
2742,NTCT,Technology
2743,OPT,Healthcare
2744,QSFT,Technology
2745,RHT,Technology
2746,RMTR,Technology
2747,TMWD,Technology
2748,TWB,Consumer Cyclicals
2749,ACME,Consumer Services
2750,ERS,Non-Energy Materials
2751,FDRY,Technology
2752,APTM,
2753,INAP,Telecommunications
2754,KEYN,Technology
2755,MHG,Consumer Services
2756,NST,Utilities
2757,RGX,Healthcare
2758,RDWR,Technology
2759,RSAS,Technology
2760,VITR,Technology
2761,VTIV,Healthcare
2762,NEXC,Technology
2763,AKAM,Technology
2764,ATGN,Technology
2765,BJCT,Healthcare
2766,BLK,Finance
2767,BSQR,Technology
2768,CHIC,Consumer Cyclicals
2769,CIR,Industrials
2770,CMKG,Business Services
2771,DGIN,Finance
2772,BIZ,Telecommunications
2773,ECTX,Telecommunications
2774,GAIA,Consumer Cyclicals
2775,IUSA,Business Services
2776,IWOV,Technology
2777,JACK,Consumer Services
2778,JCDAF,Technology
2779,KMI,
2780,YVR,
2781,MSO,Consumer Services
2782,NYFX,Finance
2783,OMN,Non-Energy Materials
2784,ORBT,Technology
2785,PAS,Consumer Non-Cyclicals
2786,PCTI,Technology
2787,PKG,Non-Energy Materials
2788,PKI,Healthcare
2789,PLUG,Industrials
2790,PPK,Non-Energy Materials
2791,QUIK,Technology
2792,SBSA,Consumer Services
2793,SCMR,Technology
2794,SIMG,Technology
2795,DHC,Finance
2796,TPC,Telecommunications
2797,TPTH,Healthcare
2798,TZIX,Technology
2799,WWE,Consumer Services
2800,XMSR,
2801,ZIXI,Technology
2802,ALSK,Telecommunications
2803,CTIB,Consumer Cyclicals
2804,EVI,Industrials
2805,DDDC,Telecommunications
2806,FMRX,Healthcare
2807,FNSR,Technology
2808,HTRN,Healthcare
2809,IBAS,Telecommunications
2810,IDN,Technology
2811,IMMR,Technology
2812,MSLV,Telecommunications
2813,EXE,Technology
2814,OPTV,Consumer Services
2815,PACW,Telecommunications
2816,PIK,Consumer Non-Cyclicals
2817,PSTI,Healthcare
2818,PTV,Non-Energy Materials
2819,QCOR,Healthcare
2820,RMKR,Technology
2821,SMMX,Non-Energy Materials
2822,SMRA,Technology
2823,SNWL,Technology
2824,CRTN,Technology
2825,UPS,Industrials
2826,KTOS,Telecommunications
2827,ANCC,Technology
2828,ZANE,Technology
2829,CETV,Consumer Services
2830,DMRC,
2831,ECLG,Business Services
2832,HBP,Consumer Cyclicals
2833,CHSI,Healthcare
2834,HOLL,Technology
2835,HPOL,Business Services
2836,IREP,Business Services
2837,XOXO,Technology
2838,GKNT,Technology
2839,MAXY,Healthcare
2840,MTLK,Technology
2841,NTRT,
2842,PFSW,Technology
2843,PYR,Energy
2844,ADST,Business Services
2845,ASPM,Healthcare
2846,IPT,Consumer Cyclicals
2847,NTG,Energy
2848,NTWK,Finance
2849,RGCI,Consumer Services
2850,TGC,Energy
2851,TGT,Consumer Non-Cyclicals
2852,TRCR,Healthcare
2853,WLS,Finance
2854,AFAM,Healthcare
2855,AGEN,
2856,APCS,Telecommunications
2857,AVNX,Technology
2858,BBGI,Consumer Services
2859,CHRD,Technology
2860,CTRA,Technology
2861,DCEL,Telecommunications
2862,VRNM,Healthcare
2863,EAG,
2864,EAGL,Industrials
2865,ELI,Healthcare
2866,EMRG,Technology
2867,INVT,Technology
2868,FRGO,Technology
2869,GIGM,Telecommunications
2870,INFT,Technology
2871,ISIL,Technology
2872,MCCC,Telecommunications
2873,NXTP,Telecommunications
2874,AUSA,Business Services
2875,PNK,Consumer Services
2876,RADN,Technology
2877,SQNM,Healthcare
2878,SVVS,Telecommunications
2879,TWAV,Technology
2880,VMDC,Healthcare
2881,VSTY,Consumer Cyclicals
2882,WEBM,Technology
2883,WITS,Technology
2884,WQNI,Telecommunications
2885,ALTH,Healthcare
2886,ASIA,Technology
2887,CRYP,Consumer Services
2888,DTAS,Technology
2889,EMAN,Technology
2890,GTIV,Healthcare
2891,IGTE,Technology
2892,ITMN,Healthcare
2893,JOUT,Consumer Cyclicals
2894,LMNX,Healthcare
2895,LOUD,Technology
2896,MFLO,Technology
2897,MECA,Consumer Services
2898,MONE,Technology
2899,FRPH,Industrials
2900,RVSN,Technology
2901,NWD,Consumer Non-Cyclicals
2902,SLAB,Technology
2903,DTRM,Technology
2904,RCPI,
2905,CDR,Finance
2906,UTSI,Technology
2907,CNVR,
2908,WBSN,Technology
2909,RLH,Consumer Services
2910,ZCOM,Non-Energy Materials
2911,RPTP,Healthcare
2912,OCLR,Technology
2913,CCMP,Non-Energy Materials
2914,CORI,Finance
2915,CRAY,Technology
2916,EMBT,Technology
2917,EPC,Consumer Non-Cyclicals
2918,EW,Healthcare
2919,EXEL,Healthcare
2920,VTRO,Technology
2921,GRP,Energy
2922,GSOL,Technology
2923,HSTM,Healthcare
2924,KKD,Consumer Services
2925,LXRX,Healthcare
2926,LPSN,Technology
2927,SEEL,Healthcare
2928,NVMI,Technology
2929,ON,Technology
2930,PRCS,Healthcare
2931,ROFO,Technology
2932,SGMO,Healthcare
2933,SINA,Technology
2934,TNOX,Healthcare
2935,ULCM,
2936,OSPN,Technology
2937,VVC,Utilities
2938,VYYO,Technology
2939,WOLV,Technology
2940,APN,Consumer Non-Cyclicals
2941,CRWN,Consumer Services
2942,CTLM,Technology
2943,SCRX,Healthcare
2944,HCA,
2945,IW,Technology
2946,LROD,
2947,MRTI,Finance
2948,AAII,Industrials
2949,FCRE,Healthcare
2950,PXLW,
2951,SMDI,Technology
2952,OTIX,Healthcare
2953,RBBN,Technology
2954,MBOT,Healthcare
2955,TORM,Non-Energy Materials
2956,TMRK,Telecommunications
2957,UCO,
2958,VGR,Consumer Non-Cyclicals
2959,MGRM,Healthcare
2960,AUGT,Technology
2961,RBI,Consumer Cyclicals
2962,CKSW,Technology
2963,CPHD,Healthcare
2964,CPST,Industrials
2965,CRL,Healthcare
2966,CYH,Healthcare
2967,DLA,Consumer Cyclicals
2968,DNDN_Q,Healthcare
2969,EFD,Finance
2970,GFR,Finance
2971,MDTL,Industrials
2972,MRVL,Technology
2973,PWEI,Non-Energy Materials
2974,QBAK,Technology
2975,UONE_K,Consumer Services
2976,NTRI,Consumer Non-Cyclicals
2977,UPCS,Telecommunications
2978,VC,Consumer Cyclicals
2979,WYY,
2980,WPC,Finance
2981,ACLS,Technology
2982,AIRN,Technology
2983,MTOR,Consumer Cyclicals
2984,ARNA,Healthcare
2985,AVCT,Technology
2986,CAMT,Technology
2987,CBK,Consumer Cyclicals
2988,BWNG,Telecommunications
2989,DCGN,Healthcare
2990,INFI,Healthcare
2991,EDGW,Technology
2992,ENDP,Healthcare
2993,ENHT,
2994,ENTG,Technology
2995,ILMN,Healthcare
2996,IMNY,Healthcare
2997,INSM,
2998,INXI,Technology
2999,ISON,Non-Energy Materials
3000,KERX,Healthcare
3001,MRY,Healthcare
3002,NEI,Technology
3003,OVTI,Technology
3004,SAVA,Healthcare
3005,RITA,Healthcare
3006,SFN,Business Services
3007,SMTX,Technology
3008,SPRT,Technology
3009,PRPO,Healthcare
3010,VASC,Healthcare
3011,VZ,Telecommunications
3012,WEBX,Technology
3013,AGIX,Healthcare
3014,AMMD,Healthcare
3015,ANL,Finance
3016,APTI,Technology
3017,ARL,Finance
3018,AVSR,Technology
3019,CGEN,Healthcare
3020,CPKI,Consumer Services
3021,CRIS,Healthcare
3022,DGENQ,Healthcare
3023,DYAX,Healthcare
3024,ILC,Technology
3025,EVC,Consumer Services
3026,ISPH,Healthcare
3027,ISSC,Industrials
3028,IVAN,Energy
3029,LEXR,Technology
3030,LTRX,Technology
3031,MCDT,Technology
3032,MCEL,Industrials
3033,MDCO,Healthcare
3034,MNDO,Telecommunications
3035,BEL,Consumer Services
3036,OPNT,Technology
3037,PHST,
3038,PIII,
3039,PMTR,Technology
3040,RTIX,Healthcare
3041,SJM,Consumer Non-Cyclicals
3042,SPTN,Consumer Non-Cyclicals
3043,MBVX,Healthcare
3044,TSYS,Technology
3045,TTG,Healthcare
3046,TUNE,Technology
3047,TVIA,Technology
3048,VIRL,Technology
3049,VITA,Healthcare
3050,WJCI,Technology
3051,XEL,Utilities
3052,ALE,Utilities
3053,ARDI,Telecommunications
3054,CRNT,Technology
3055,CURN,Healthcare
3056,DRRX,Healthcare
3057,EDEN,Non-Energy Materials
3058,ITGR,Industrials
3059,HW,Non-Energy Materials
3060,HYDL,Energy
3061,BRST,
3062,NEWT,Business Services
3063,PNS,Technology
3064,POL,Non-Energy Materials
3065,DESC,Industrials
3066,PTMK,Consumer Non-Cyclicals
3067,STG,Industrials
3068,TTMI,Technology
3069,VTAL,Healthcare
3070,ATTU,Technology
3071,AV,Technology
3072,LNG,Energy
3073,TPR,Consumer Cyclicals
3074,CXW,Business Services
3075,DVA,Healthcare
3076,ENWV,Technology
3077,EVST,Consumer Cyclicals
3078,EXC,Utilities
3079,INGN,Healthcare
3080,KOSN,Healthcare
3081,MCO,Business Services
3082,MON,Non-Energy Materials
3083,PTF,Finance
3084,OPLK,Technology
3085,OSUR,Healthcare
3086,OTV,Consumer Services
3087,SCLD,Technology
3088,PDGI,
3089,SHEN,Telecommunications
3090,SYNP,Technology
3091,TRFX,
3092,VRSO,Technology
3093,WHQ,Energy
3094,TW,Business Services
3095,XXIA,Technology
3096,ADLR,Healthcare
3097,AFOP,Technology
3098,ARRY,Healthcare
3099,AXO,Technology
3100,BCON,Industrials
3101,ESLR,Industrials
3102,HNT,Healthcare
3103,OCPI,Technology
3104,GEC,Telecommunications
3105,CDMO,Healthcare
3106,SFNT,Technology
3107,SLXP,Healthcare
3108,STHK,Business Services
3109,SXT,Non-Energy Materials
3110,TMTA,Technology
3111,UTIW,Industrials
3112,CNVR,Technology
3113,CTTY,Technology
3114,GRMN,Technology
3115,HBIO,Healthcare
3116,CMQ,Healthcare
3117,MATR,Healthcare
3118,MEE,Energy
3119,PGN,Utilities
3120,TIGR,Technology
3121,RGP,Business Services
3122,SP,Healthcare
3123,SSTR,Technology
3124,SYD,Healthcare
3125,ENLV,Technology
3126,ALGN,Healthcare
3127,BORL,Technology
3128,EXAS,Healthcare
3129,MCF,Energy
3130,PEET,Consumer Services
3131,RDEN,Consumer Non-Cyclicals
3132,TRAD,Finance
3133,UPL,Energy
3134,YORW,Utilities
3135,ATRS,Healthcare
3136,ATPG,Energy
3137,BDMS,Healthcare
3138,GPN,Finance
3139,JCOM,Technology
3140,MPX,Consumer Cyclicals
3141,OIS,Energy
3142,BH,Consumer Services
3143,TWTI,Healthcare
3144,USHS,Industrials
3145,MMP,Energy
3146,PLKI,Consumer Services
3147,AGR,Technology
3148,CYPB,Healthcare
3149,EAC,Energy
3150,GENR,Healthcare
3151,GMXR,Energy
3152,ERB,Healthcare
3153,MROI,Technology
3154,NXXI,Healthcare
3155,PES,Energy
3156,QUOT,
3157,CAPA,Technology
3158,ERT,Healthcare
3159,ILA,
3160,RADA,Industrials
3161,RLRN,Technology
3162,SGMS,Consumer Services
3163,HRTX,Healthcare
3164,BIG,Consumer Non-Cyclicals
3165,BTU,Energy
3166,DDRX,Consumer Services
3167,FSCI,Consumer Services
3168,IDT,Telecommunications
3169,KMR,Energy
3170,LRNSE,Consumer Cyclicals
3171,RNDC,Technology
3172,NAPS,Technology
